        Kinetis series,        Kinetis family,        Kinetis subfamily,        Kinetis product,        Full part name,        Qualification status,        Family identifier,        Key attribute,        Flash memory type,        Program flash size identifier,        Program flash size in KB,        Silicon revision,        Temperature range identifier,        Temperature range min. value,        Temperature range max. value,        Package identifier,        Pin count,        Package name,        Max CPU frequency identifier,        Max CPU frequency value in MHz,        Packaging type,        IO map file name,        Code Warrior Mcu comp. name,        P&E Mirco device ID,        Hw board names,        Core,        CPU Frequency MHz,        SRAM [KB],        Total Flash Memory [KB],        Program Flash [KB],        FlexNVM [KB],        FlexRAM [KB],        Programming Acceleration RAM [KB],        Program Flash Base Address,        Program Flash Block Count,        Program Flash Block Size [KB],        Program Flash Write Unit Size [B],        Program Flash Sector Size [B],        Program Flash Read 1s/Program Section Unit Size [B],        Program Flash Configuration Field Base Address,        Program Flash Configuration Field Size,        FlexNVM Base Address,        FlexNVM Block Count,        FlexNVM Block Size [KB],        FlexNVM Write Unit Size,        FlexNVM Sector Size [B],        FlexNVM Read 1s/Program Section Unit Size [B],        FlexRAM Base Address,        SRAM Lower [B],        SRAM Lower Base Address,        SRAM Upper [B],        SRAM Upper Base Address
K,K4x,K40,K40_72,MK40DX64VLK7,M,K40,D,X,64,64,,V,-40,105,LK,80,LQFP,7,72,,MK40D7,MK40DX64xxx7,K40DX64M7,,Cortex-M4,72,16,96,64,32,2,1,0x00000000,1,64,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K4x,K40,K40_72,MK40DX64VMB7,M,K40,D,X,64,64,,V,-40,105,MB,81,MAPBGA,7,72,,MK40D7,MK40DX64xxx7,K40DX64M7,,Cortex-M4,72,16,96,64,32,2,1,0x00000000,1,64,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K4x,K40,K40_72,MK40DX64VMC7,M,K40,D,X,64,64,,V,-40,105,MC,121,MAPBGA,7,72,,MK40D7,MK40DX64xxx7,K40DX64M7,,Cortex-M4,72,16,96,64,32,2,1,0x00000000,1,64,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K5x,K50,K50_100,MK50DN512CLL10,M,K50,D,N,512,512,,C,-40,85,LL,100,LQFP,10,100,,MK50D10,MK50DN512xxx10,K50DN512M10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K5x,K50,K50_100,MK50DN512CLQ10,M,K50,D,N,512,512,,C,-40,85,LQ,144,LQFP,10,100,,MK50D10,MK50DN512xxx10,K50DN512M10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K5x,K50,K50_100,MK50DN512CMC10,M,K50,D,N,512,512,,C,-40,85,MC,121,MAPBGA,10,100,,MK50D10,MK50DN512xxx10,K50DN512M10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K5x,K50,K50_100,MK50DN512CMD10,M,K50,D,N,512,512,,C,-40,85,MD,144,MAPBGA,10,100,,MK50D10,MK50DN512xxx10,K50DN512M10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K5x,K50,K50_100,MK50DN512ZCLL10,M,K50,D,N,512,512,Z,C,-40,85,LL,100,LQFP,10,100,,MK50DZ10,MK50DN512Zxxx10,K50DN512ZM10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K5x,K50,K50_100,MK50DN512ZCLQ10,M,K50,D,N,512,512,Z,C,-40,85,LQ,144,LQFP,10,100,,MK50DZ10,MK50DN512Zxxx10,K50DN512ZM10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K5x,K50,K50_100,MK50DN512ZCMC10,M,K50,D,N,512,512,Z,C,-40,85,MC,121,MAPBGA,10,100,,MK50DZ10,MK50DN512Zxxx10,K50DN512ZM10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K5x,K50,K50_100,MK50DN512ZCMD10,M,K50,D,N,512,512,Z,C,-40,85,MD,144,MAPBGA,10,100,,MK50DZ10,MK50DN512Zxxx10,K50DN512ZM10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K5x,K50,K50_72,MK50DX128CLH7,M,K50,D,X,128,128,,C,-40,85,LH,64,LQFP,7,72,,MK50D7,MK50DX128xxx7,K50DX128M7,,Cortex-M4,72,32,160,128,32,2,1,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K5x,K50,K50_72,MK50DX128CLK7,M,K50,D,X,128,128,,C,-40,85,LK,80,LQFP,7,72,,MK50D7,MK50DX128xxx7,K50DX128M7,,Cortex-M4,72,32,160,128,32,2,1,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K5x,K50,K50_72,MK50DX128CMB7,M,K50,D,X,128,128,,C,-40,85,MB,81,MAPBGA,7,72,,MK50D7,MK50DX128xxx7,K50DX128M7,,Cortex-M4,72,32,160,128,32,2,1,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K5x,K50,K50_72,MK50DX128CMC7,M,K50,D,X,128,128,,C,-40,85,MC,121,MAPBGA,7,72,,MK50D7,MK50DX128xxx7,K50DX128M7,,Cortex-M4,72,32,160,128,32,2,1,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K5x,K50,K50_100,MK50DX256CLK10,M,K50,D,X,256,256,,C,-40,85,LK,80,LQFP,10,100,,MK50D10,MK50DX256xxx10,K50DX256M10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K50,K50_72,MK50DX256CLK7,M,K50,D,X,256,256,,C,-40,85,LK,80,LQFP,7,72,,MK50D7,MK50DX256xxx7,K50DX256M7,,Cortex-M4,72,64,288,256,32,2,1,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K50,K50_100,MK50DX256CLL10,M,K50,D,X,256,256,,C,-40,85,LL,100,LQFP,10,100,,MK50D10,MK50DX256xxx10,K50DX256M10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K50,K50_72,MK50DX256CLL7,M,K50,D,X,256,256,,C,-40,85,LL,100,LQFP,7,72,,MK50D7,MK50DX256xxx7,K50DX256M7,,Cortex-M4,72,64,288,256,32,2,1,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K50,K50_100,MK50DX256CMB10,M,K50,D,X,256,256,,C,-40,85,MB,81,MAPBGA,10,100,,MK50D10,MK50DX256xxx10,K50DX256M10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K50,K50_72,MK50DX256CMB7,M,K50,D,X,256,256,,C,-40,85,MB,81,MAPBGA,7,72,,MK50D7,MK50DX256xxx7,K50DX256M7,,Cortex-M4,72,64,288,256,32,2,1,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K50,K50_100,MK50DX256CMC10,M,K50,D,X,256,256,,C,-40,85,MC,121,MAPBGA,10,100,,MK50D10,MK50DX256xxx10,K50DX256M10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K50,K50_72,MK50DX256CMC7,M,K50,D,X,256,256,,C,-40,85,MC,121,MAPBGA,7,72,,MK50D7,MK50DX256xxx7,K50DX256M7,,Cortex-M4,72,64,288,256,32,2,1,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K50,K50_100,MK50DX256CMD10,M,K50,D,X,256,256,,C,-40,85,MD,144,MAPBGA,10,100,,MK50D10,MK50DX256xxx10,K50DX256M10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K50,K50_100,MK50DX256ZCLK10,M,K50,D,X,256,256,Z,C,-40,85,LK,80,LQFP,10,100,,MK50DZ10,MK50DX256Zxxx10,K50DX256ZM10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K50,K50_100,MK50DX256ZCLL10,M,K50,D,X,256,256,Z,C,-40,85,LL,100,LQFP,10,100,,MK50DZ10,MK50DX256Zxxx10,K50DX256ZM10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K50,K50_100,MK50DX256ZCMB10,M,K50,D,X,256,256,Z,C,-40,85,MB,81,MAPBGA,10,100,,MK50DZ10,MK50DX256Zxxx10,K50DX256ZM10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K50,K50_100,MK50DX256ZCMC10,M,K50,D,X,256,256,Z,C,-40,85,MC,121,MAPBGA,10,100,,MK50DZ10,MK50DX256Zxxx10,K50DX256ZM10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K51,K51_100,MK51DN256CLQ10,M,K51,D,N,256,256,,C,-40,85,LQ,144,LQFP,10,100,,MK51D10,MK51DN256xxx10,K51DN256M10,,Cortex-M4,100,64,256,256,,4,2,0x00000000,2,128,4,2048,8,0x400,16,,,,,,,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K51,K51_100,MK51DN256CMD10,M,K51,D,N,256,256,,C,-40,85,MD,144,MAPBGA,10,100,,MK51D10,MK51DN256xxx10,K51DN256M10,,Cortex-M4,100,64,256,256,,4,2,0x00000000,2,128,4,2048,8,0x400,16,,,,,,,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K51,K51_100,MK51DN256ZCLQ10,M,K51,D,N,256,256,Z,C,-40,85,LQ,144,LQFP,10,100,,MK51DZ10,MK51DN256Zxxx10,K51DN256ZM10,,Cortex-M4,100,64,256,256,,4,2,0x00000000,2,128,4,2048,8,0x400,16,,,,,,,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K51,K51_100,MK51DN256ZCMD10,M,K51,D,N,256,256,Z,C,-40,85,MD,144,MAPBGA,10,100,,MK51DZ10,MK51DN256Zxxx10,K51DN256ZM10,,Cortex-M4,100,64,256,256,,4,2,0x00000000,2,128,4,2048,8,0x400,16,,,,,,,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K51,K51_100,MK51DN512CLL10,M,K51,D,N,512,512,,C,-40,85,LL,100,LQFP,10,100,,MK51D10,MK51DN512xxx10,K51DN512M10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K5x,K51,K51_100,MK51DN512CLQ10,M,K51,D,N,512,512,,C,-40,85,LQ,144,LQFP,10,100,,MK51D10,MK51DN512xxx10,K51DN512M10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K5x,K51,K51_100,MK51DN512CMC10,M,K51,D,N,512,512,,C,-40,85,MC,121,MAPBGA,10,100,,MK51D10,MK51DN512xxx10,K51DN512M10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K5x,K51,K51_100,MK51DN512CMD10,M,K51,D,N,512,512,,C,-40,85,MD,144,MAPBGA,10,100,,MK51D10,MK51DN512xxx10,K51DN512M10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K5x,K51,K51_100,MK51DN512ZCLL10,M,K51,D,N,512,512,Z,C,-40,85,LL,100,LQFP,10,100,,MK51DZ10,MK51DN512Zxxx10,K51DN512ZM10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K5x,K51,K51_100,MK51DN512ZCLQ10,M,K51,D,N,512,512,Z,C,-40,85,LQ,144,LQFP,10,100,,MK51DZ10,MK51DN512Zxxx10,K51DN512ZM10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K5x,K51,K51_100,MK51DN512ZCMC10,M,K51,D,N,512,512,Z,C,-40,85,MC,121,MAPBGA,10,100,,MK51DZ10,MK51DN512Zxxx10,K51DN512ZM10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K5x,K51,K51_100,MK51DN512ZCMD10,M,K51,D,N,512,512,Z,C,-40,85,MD,144,MAPBGA,10,100,,MK51DZ10,MK51DN512Zxxx10,K51DN512ZM10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K5x,K51,K51_72,MK51DX128CLH7,M,K51,D,X,128,128,,C,-40,85,LH,64,LQFP,7,72,,MK51D7,MK51DX128xxx7,K51DX128M7,,Cortex-M4,72,32,160,128,32,2,1,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K5x,K51,K51_72,MK51DX128CLK7,M,K51,D,X,128,128,,C,-40,85,LK,80,LQFP,7,72,,MK51D7,MK51DX128xxx7,K51DX128M7,,Cortex-M4,72,32,160,128,32,2,1,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K5x,K51,K51_72,MK51DX128CMB7,M,K51,D,X,128,128,,C,-40,85,MB,81,MAPBGA,7,72,,MK51D7,MK51DX128xxx7,K51DX128M7,,Cortex-M4,72,32,160,128,32,2,1,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K5x,K51,K51_72,MK51DX128CMC7,M,K51,D,X,128,128,,C,-40,85,MC,121,MAPBGA,7,72,,MK51D7,MK51DX128xxx7,K51DX128M7,,Cortex-M4,72,32,160,128,32,2,1,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K5x,K51,K51_100,MK51DX256CLK10,M,K51,D,X,256,256,,C,-40,85,LK,80,LQFP,10,100,,MK51D10,MK51DX256xxx10,K51DX256M10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K51,K51_72,MK51DX256CLK7,M,K51,D,X,256,256,,C,-40,85,LK,80,LQFP,7,72,,MK51D7,MK51DX256xxx7,K51DX256M7,,Cortex-M4,72,64,288,256,32,2,1,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K51,K51_100,MK51DX256CLL10,M,K51,D,X,256,256,,C,-40,85,LL,100,LQFP,10,100,,MK51D10,MK51DX256xxx10,K51DX256M10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K51,K51_72,MK51DX256CLL7,M,K51,D,X,256,256,,C,-40,85,LL,100,LQFP,7,72,,MK51D7,MK51DX256xxx7,K51DX256M7,,Cortex-M4,72,64,288,256,32,2,1,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K51,K51_100,MK51DX256CMB10,M,K51,D,X,256,256,,C,-40,85,MB,81,MAPBGA,10,100,,MK51D10,MK51DX256xxx10,K51DX256M10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K51,K51_72,MK51DX256CMB7,M,K51,D,X,256,256,,C,-40,85,MB,81,MAPBGA,7,72,,MK51D7,MK51DX256xxx7,K51DX256M7,,Cortex-M4,72,64,288,256,32,2,1,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K51,K51_100,MK51DX256CMC10,M,K51,D,X,256,256,,C,-40,85,MC,121,MAPBGA,10,100,,MK51D10,MK51DX256xxx10,K51DX256M10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K51,K51_72,MK51DX256CMC7,M,K51,D,X,256,256,,C,-40,85,MC,121,MAPBGA,7,72,,MK51D7,MK51DX256xxx7,K51DX256M7,,Cortex-M4,72,64,288,256,32,2,1,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K51,K51_100,MK51DX256ZCLK10,M,K51,D,X,256,256,Z,C,-40,85,LK,80,LQFP,10,100,,MK51DZ10,MK51DX256Zxxx10,K51DX256ZM10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K51,K51_100,MK51DX256ZCLL10,M,K51,D,X,256,256,Z,C,-40,85,LL,100,LQFP,10,100,,MK51DZ10,MK51DX256Zxxx10,K51DX256ZM10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K51,K51_100,MK51DX256ZCMB10,M,K51,D,X,256,256,Z,C,-40,85,MB,81,MAPBGA,10,100,,MK51DZ10,MK51DX256Zxxx10,K51DX256ZM10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K51,K51_100,MK51DX256ZCMC10,M,K51,D,X,256,256,Z,C,-40,85,MC,121,MAPBGA,10,100,,MK51DZ10,MK51DX256Zxxx10,K51DX256ZM10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K52,K52_100,MK52DN512CLQ10,M,K52,D,N,512,512,,C,-40,85,LQ,144,LQFP,10,100,,MK52D10,MK52DN512xxx10,K52DN512M10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K5x,K52,K52_100,MK52DN512CMD10,M,K52,D,N,512,512,,C,-40,85,MD,144,MAPBGA,10,100,,MK52D10,MK52DN512xxx10,K52DN512M10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K5x,K52,K52_100,MK52DN512ZCLQ10,M,K52,D,N,512,512,Z,C,-40,85,LQ,144,LQFP,10,100,,MK52DZ10,MK52DN512Zxxx10,K52DN512ZM10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K5x,K52,K52_100,MK52DN512ZCMD10,M,K52,D,N,512,512,Z,C,-40,85,MD,144,MAPBGA,10,100,,MK52DZ10,MK52DN512Zxxx10,K52DN512ZM10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K5x,K53,K53_100,MK53DN512CLQ10,M,K53,D,N,512,512,,C,-40,85,LQ,144,LQFP,10,100,,MK53D10,MK53DN512xxx10,K53DN512M10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K5x,K53,K53_100,MK53DN512CMD10,M,K53,D,N,512,512,,C,-40,85,MD,144,MAPBGA,10,100,,MK53D10,MK53DN512xxx10,K53DN512M10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K5x,K53,K53_100,MK53DN512ZCLQ10,M,K53,D,N,512,512,Z,C,-40,85,LQ,144,LQFP,10,100,,MK53DZ10,MK53DN512Zxxx10,K53DN512ZM10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K5x,K53,K53_100,MK53DN512ZCMD10,M,K53,D,N,512,512,Z,C,-40,85,MD,144,MAPBGA,10,100,,MK53DZ10,MK53DN512Zxxx10,K53DN512ZM10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K5x,K53,K53_100,MK53DX256CLQ10,M,K53,D,X,256,256,,C,-40,85,LQ,144,LQFP,10,100,,MK53D10,MK53DX256xxx10,K53DX256M10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K53,K53_100,MK53DX256CMD10,M,K53,D,X,256,256,,C,-40,85,MD,144,MAPBGA,10,100,,MK53D10,MK53DX256xxx10,K53DX256M10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K53,K53_100,MK53DX256ZCLQ10,M,K53,D,X,256,256,Z,C,-40,85,LQ,144,LQFP,10,100,,MK53DZ10,MK53DX256Zxxx10,K53DX256ZM10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K5x,K53,K53_100,MK53DX256ZCMD10,M,K53,D,X,256,256,Z,C,-40,85,MD,144,MAPBGA,10,100,,MK53DZ10,MK53DX256Zxxx10,K53DX256ZM10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K6x,K60,K60_100,MK60DN256VLL10,M,K60,D,N,256,256,,V,-40,105,LL,100,LQFP,10,100,,MK60D10,MK60DN256xxx10,K60DN256M10,,Cortex-M4,100,64,256,256,,4,2,0x00000000,2,128,4,2048,8,0x400,16,,,,,,,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K6x,K60,K60_100,MK60DN256VLQ10,M,K60,D,N,256,256,,V,-40,105,LQ,144,LQFP,10,100,,MK60D10,MK60DN256xxx10,K60DN256M10,,Cortex-M4,100,64,256,256,,4,2,0x00000000,2,128,4,2048,8,0x400,16,,,,,,,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K6x,K60,K60_100,MK60DN256VMC10,M,K60,D,N,256,256,,V,-40,105,MC,121,MAPBGA,10,100,,MK60D10,MK60DN256xxx10,K60DN256M10,,Cortex-M4,100,64,256,256,,4,2,0x00000000,2,128,4,2048,8,0x400,16,,,,,,,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K6x,K60,K60_100,MK60DN256VMD10,M,K60,D,N,256,256,,V,-40,105,MD,144,MAPBGA,10,100,,MK60D10,MK60DN256xxx10,K60DN256M10,,Cortex-M4,100,64,256,256,,4,2,0x00000000,2,128,4,2048,8,0x400,16,,,,,,,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K6x,K60,K60_100,MK60DN256ZVLL10,M,K60,D,N,256,256,Z,V,-40,105,LL,100,LQFP,10,100,,MK60DZ10,MK60DN256Zxxx10,K60DN256ZM10,,Cortex-M4,100,64,256,256,,4,2,0x00000000,2,128,4,2048,8,0x400,16,,,,,,,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K6x,K60,K60_100,MK60DN256ZVLQ10,M,K60,D,N,256,256,Z,V,-40,105,LQ,144,LQFP,10,100,,MK60DZ10,MK60DN256Zxxx10,K60DN256ZM10,,Cortex-M4,100,64,256,256,,4,2,0x00000000,2,128,4,2048,8,0x400,16,,,,,,,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K6x,K60,K60_100,MK60DN256ZVMC10,M,K60,D,N,256,256,Z,V,-40,105,MC,121,MAPBGA,10,100,,MK60DZ10,MK60DN256Zxxx10,K60DN256ZM10,,Cortex-M4,100,64,256,256,,4,2,0x00000000,2,128,4,2048,8,0x400,16,,,,,,,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K6x,K60,K60_100,MK60DN256ZVMD10,M,K60,D,N,256,256,Z,V,-40,105,MD,144,MAPBGA,10,100,,MK60DZ10,MK60DN256Zxxx10,K60DN256ZM10,,Cortex-M4,100,64,256,256,,4,2,0x00000000,2,128,4,2048,8,0x400,16,,,,,,,0x14000000,32768,0x1FFF8000,32768,0x20000000
